"Début d'événement";"Type d'événement";"Lieu de l'événement";"Nom Organisme";"Type d'organisme";"Identifiant";"Style";"Categorie";"Genre";"Titre";"Texte Début";"Texte Milieu";"Texte Fin";"Commune";"Département";"Code INSEE";"Code Postal";"Coordonnées GPS";"Date Modification";"Jour Min";"Jour Max";"Tarif Mention Payant";"Tarif Général";"Tarif Réduit";"Tarif Autre";"Photo 1 Légende";"Photo 1 Crédit";"Photo 2 Légende";"Photo 2 Crédit";"Photo 3 Légende";"Photo 3 Crédit";"Age Minimum";"Liens Vidéos"
"2017-01-15";"Concert";"44/Moisdon-la-Rivière";"association des retraités Moisdonnais";"Association";"5407502";"Concerts, spectacles";"Gala, spectacle de fin d'année";"Spectacle de fin d'année";"Spectacle de variétés";"";"Organisé par l’Amicale des retraités.";"Dimanche 15, dimanche 22, dimanche 29 janvier, 14h30, Salle Saint-Louis, Moisdon-la-Rivière.";"Moisdon-la-Rivière";"44";"44099";"44520";"47.62161, -1.37256";"2017-01-03";"2017-01-15";"2017-01-29";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Réunion, assemblée";"44/Fégréac";"Corres. Ouest-France Cédric CADRO";"autre";"5420548";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Assemblée générale";"Fanfare Saint Méréal";"Assemblée générale. Vendredi 20 janvier, 20h30, Salle Valériane, Fégréac.";"";"";"Fégréac";"44";"44057";"44460";"47.58497, -2.04452";"2017-01-12";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/Carquefou";"Usja Carquefou football";"Équipement à but non lucratif (culture, sport et loisir)";"5427614";"Loisirs et sports";"Sport";"Match";"L'Usja Carquefou football, équipe DRS, reçoit Angers Vaillante";"Samedi 21 janvier, 20h, Stade du Moulin-Boisseau, Carquefou. Gratuit.";"";"";"Carquefou";"44";"44026";"44470";"47.29624, -1.486812";"2017-01-17";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Visite";"44/Corcoué-sur-Logne";"CPIE (centre permanent d'initiatives pour l'environnement) Logne et Grand-Lieu";"Association";"5416078";"Voir visiter";"Sorties, visites (monuments, parcs, zoo,...)";"Sortie Nature";"Soirée découverte Un dragon dans mon jardin";"";"Cette soirée sera l’occasion d’en apprendre un peu plus sur « ces dragons d’eau douce » et de pouvoir ensuite partir à leur recherche dans les mares de nos jardins.";"Vendredi 20 janvier, 19h, Corcoué-sur-Logne. Tarif 5€, autre : gratuit adhérent de l’association. Réservation avant le 19 janvier. Contact : 02 40 05 92 31, accueil@cpie-logne-grandlieu.org, www.cpie-logne-grandlieu.org";"Corcoué-sur-Logne";"44";"44156";"44650";"46.96635, -1.57675";"2017-01-10";"2017-01-20";"2017-01-20";"oui";"5";"";"gratuit adhérent de l’association";"";"";"";"";"";"";"";""
"2017-01-21";"Atelier, activité de loisirs";"44/Saint-Sébastien-sur-Loire";"association centre socioculturel de l'Allée-Verte";"Association";"5417024";"Loisirs et sports";"Atelier, activité de loisirs";"Cours";"Atelier de danse urbaine";"";"Dans le cadre du projet Sel’filles en partenariat avec l’association Make a Move, le centre socioculturel de l’Allée Verte propose un atelier de danse urbaine (hip-hop, RNB, dancehall, etc.) Débutante acceptée. Inscription à l’accueil du centre.";"Samedi 21 janvier, 16h à 17h30, Centre socioculturel Allée-Verte, 1, rue de l’Allée-Verte, Saint-Sébastien-sur-Loire. Tarif 2.50€. Inscription avant le 20 janvier. Contact : 02 40 33 16 88, accueil@alleeverte-csc.asso.fr, http://www.alleeverte.centres-sociaux.fr/";"Saint-Sébastien-sur-Loire";"44";"44190";"44230";"47.19543, -1.48987";"2017-01-10";"2017-01-21";"2017-01-21";"oui";"2.50";"";"";"";"";"";"";"";"";"";""
"2017-01-03";"Horaire, permanence";"44/La Chapelle-des-Marais";"Addeva";"Association";"5399288";"Vie quotidienne";"Horaires, ouverture, permanence";"Permanence";"Addeva : association d'aide aux victimes de l'amiante";"Permanence.";"Informations, constitution et suivi des dossiers, pour dépistage, reconnaissance de toutes les maladies professionnelles (amiante, autres expositions), préretraite amiante, Fiva (fonds d’indemnisation), aggravation de la santé, faute inexcusable.";"Mardi 3, mardi 17 janvier, mardi 7 février, 14h à 16h, Mairie, La Chapelle-des-Marais. Contact : 06 78 60 72 01.";"La Chapelle-des-Marais";"44";"44030";"44410";"47.44773, -2.241356";"2016-12-26";"2017-01-03";"2017-02-07";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-12-07";"Atelier, activité de loisirs";"44/Erbray";"Relais accueil proximité";"Association";"5378109";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Relais accueil proximité";"Accompagnement scolaire.";"Recherche bénévoles pour assurer de l’aide aux devoirs auprès d’enfants (primaire ou collège). Nombre d’enfants accompagnés (1 h/semaine/enfant), matières, niveau, lieu à déterminer ensemble suivant vos compétences et disponibilités. Communes des anciens cantons de Saint-Julien et de Moisdon.";"Jusqu'au vendredi 7 juillet 2017, Erbray. Contact et réservation : 02 40 55 59 32, rap.relais-accueil-proximite@orange.fr";"Erbray";"44";"44054";"44110";"47.65482, -1.31811";"2016-12-07";"2016-12-07";"2017-07-07";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Réunion, assemblée";"44/Le Croisic";"Ville du Croisic";"Mairie";"5416774";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Réunion, débat, rencontre";"Rencontre Journée défense citoyenneté";"";"Dans le cadre des actions de promotion du service citoyen attaché à la Défense, la municipalité du Croisic organise une rencontre entre les jeunes Croisicais effectuant leur parcours Journée défense citoyenneté (JDC) et les jeunes stagiaires de la Préparation militaire marine (PMM) de Saint-Nazaire.";"Samedi 21 janvier, 14h à 16h, Hôtel de ville, 5, rue Jules-Ferry, Le Croisic. Gratuit.";"Le Croisic";"44";"44049";"44490";"47.29353, -2.513067";"2017-01-10";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-17";"Communiqué public";"44/Piriac-sur-Mer";"Ville de Piriac-sur-Mer";"Mairie";"5428281";"Vie quotidienne";"Autres communiqués des administrations (mairie...)";"Recensement";"Recensement";"";"Les jeunes hommes et jeunes filles nés entre janvier, février, mars 2001, sont invités à se présenter en mairie, munis du livret de famille, de la carte d'identité et d'un justificatif de domicile.";"Jusqu'au vendredi 31 mars, Mairie, 3, rue du Calvaire, Piriac-sur-Mer. Contact : 02 40 23 50 19.";"Piriac-sur-Mer";"44";"44125";"44420";"47.37946, -2.545519";"2017-01-17";"2017-01-17";"2017-03-31";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Communiqué public";"44/Pontchâteau";"Mairie de Pontchâteau";"Mairie";"5429927";"Vie quotidienne";"Autres communiqués des administrations (mairie...)";"Autre";"Lotissement communal Les Rosiers.";"";"Les personnes intéressées ont déposé un dossier auprès du service urbanisme. La municipalité informe que le tirage au sort des acquéreurs sera effectué en présence de Me Chagneau, huissier de justice.";"Samedi 21 janvier, 9h30, La Boule d’or, Pontchâteau.";"Pontchâteau";"44";"44129";"44160";"47.43494, -2.09191";"2017-01-18";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Jeux, concours";"44/Clisson";"Sport athlétique club Clisson (Sacc) rugby";"Association";"5425088";"Loisirs et sports";"Jeux, concours, rallye";"Concours";"Concours de belote sans annonces";"";"Inscriptions à partir de 13 h 30, un lot à chaque participant, salle chauffée.";"Samedi 21 janvier, 14h30, Club-house, 32, route de la Dourie, Clisson. Tarif 13 € par équipe.";"Clisson";"44";"44043";"44190";"47.33559, -2.464566";"2017-01-16";"2017-01-21";"2017-01-21";"oui";"";"";"13 € par équipe";"";"";"";"";"";"";"";""
"2017-01-21";"Cérémonie, commémoration";"44/Le Croisic";"Ville du Croisic";"Mairie";"5400551";"Réunions formations cérémonies";"Cérémonie, commémoration, religions";"Cérémonie";"Cérémonie de la Sainte-Barbe";"";"Rassemblement au monument aux morts du Mont-Esprit et messe à l’église Notre-Dame-de-Pitié.";"Samedi 21 janvier, 17h et 17h30, Mont-Esprit, Le Croisic.";"Le Croisic";"44";"44049";"44490";"47.29501, -2.51128";"2016-12-27";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/La Chevallerais";"Espoir sportif Chevallerais football";"Association";"5425013";"Loisirs et sports";"Sport";"Autre";"Galette des Rois";"";"L’espoir sportif invite ses joueuses, joueurs, parents de jeunes, bénévoles à la galette des Rois.";"Samedi 21 janvier, 17h30, Au club house, au stade, La Chevallerais.";"La Chevallerais";"44";"44221";"44810";"47.46657, -1.673047";"2017-01-16";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Concert";"44/Nantes";"centre culturel franco-allemand";"Association";"5429351";"Concerts, spectacles";"Concert, spectacle musical";"Electro";"DBStraße";"Electro.";"Ayant un projet franco-allemand, les deux musiciens Doris et Benjamin se sont installés à Berlin en 2013 et 2014 grace à une bourse de création de la part de l'Ofaj. Leur musique parle de leurs expériences à Berlin.";"Samedi 21 janvier, 21h30, Berlin 1989, 95, boulevard Gabriel-Lauriol, Nantes. Gratuit. Contact et réservation : 02 40 35 39 43, ccfa.stages@orange.fr, http://www.ccfa-nantes.org/";"Nantes";"44";"44109";"44000";"47.24114, -1.557372";"2017-01-18";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-19";"Atelier, activité de loisirs";"44/Nantes";"Enem";"Association";"5251834";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Appel aux familles nantaises";"";"Échanges Nantes étudiants du monde (Enem) met en contact une famille Nantaise avec un étudiant étranger qui en fait la demande. L’objectif est d’établir un contact chaleureux, permettre au jeune de parler Français et de découvrir notre culture.";"Du lundi 19 septembre 2016 au vendredi 30 juin 2017, Nantes. Tarif 5€. Contact : 06 32 77 37 74, asso.enem@gmail.com, asso-enem.fr";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"2016-09-13";"2016-09-19";"2017-06-30";"oui";"5";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Sport";"44/Nantes";"centre culturel franco-allemand";"Association";"5429398";"Loisirs et sports";"Sport";"Autre";"Footing Franco-Allemand";"";"Organisé par le CCFA à l’occasion de la semaine franco-allemande. 2 parcours en centre-ville : 5 km ou 15 km avec chacun un point de ravitaillement.";"Dimanche 22 janvier, 10h, Cathédrale Saint-Pierre et Saint-Paul, 7, impasse Saint-Laurent, Nantes. Gratuit. Contact et réservation : 02 40 35 39 43, ccfa.stages@orange.fr, http://www.ccfa-nantes.org/";"Nantes";"44";"44109";"44000";"47.21774, -1.549597";"2017-01-18";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-17";"Formation, vie scolaire, concours";"44/Issé";"École Jean-Monnet";"Etablissement scolaire, universitaire";"5427245";"Réunions formations cérémonies";"Formation, vie scolaire, examens, concours";"Vie scolaire (inscriptions...)";"École publique Jean-Monnet";"";"Les inscriptions à l’école pour la rentrée 2017 sont possibles dès maintenant pour les enfants nés en 2014 et ceux nés entre le 1er janvier et le 31 août 2015. Possibilité de visiter l’école, sur rendez-vous.";"Jusqu'au vendredi 7 juillet, Chemin des écoliers, Issé. Contact : 02 40 55 15 16, ce.0440578p@ac-nantes.fr";"Issé";"44";"44075";"44520";"47.625, -1.451141";"2017-01-17";"2017-01-17";"2017-07-07";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Réunion, assemblée";"44/Pornichet";"Corres. Presse-Océan Eric LESCAUDRON";"autre";"5422158";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Assemblée générale";"Association pour l'essor de Pornichet (PEDP)";"Assemblée générale.";"Les adhérents et sympathisants auront l'opportunité de rencontrer le maire et ses élus qui présenteront le bilan à mi-mandat et les projets. Il sera répondu aux questions.";"Vendredi 20 janvier, 19h45, Foyer des anciens, avenue Victor Hugo, Pornichet. Contact : 06 31 00 69 27.";"Pornichet";"44";"44132";"44380";"47.25827, -2.337496";"2017-01-13";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-07";"Ordure, déchet";"44/Machecoul-Saint-Même";"Amitié Machecoul Roumanie";"Association";"5400387";"Vie quotidienne";"Collecte ordures, déchèterie, balayage";"Collecte (cartons et journaux, ordures, ferraille, verre…)";"Collecte de papiers, journaux, publicité et cartons";"";"Organisée par Amitié Machecoul Roumanie, pour aider un orphelinat en Roumanie.";"Samedi 7, samedi 21 janvier, samedi 4 février, 10h à 11h, 2, rue du Bourgmignon, Machecoul-Saint-Même. Contact : 02 40 02 99 17, jymr.monnier@orange.fr";"Machecoul-Saint-Même";"44";"44087";"44270";"46.99393, -1.826331";"2016-12-27";"2017-01-07";"2017-02-04";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Porte ouverte";"44/La Chapelle-sur-Erdre";"collège la Coutancière";"Etablissement scolaire, universitaire";"5417754";"Voir visiter";"Portes ouvertes, forums";"Portes ouvertes, forums";"Portes ouvertes du collège de la Coutancière";"";"Au programme : visite des locaux, présentation des projets en cours et à venir (séjours culturels et linguistiques) et rencontre avec les enseignants et le personnel du collège.";"Vendredi 20 janvier, 17h à 20h, Allée de la Coutancière, La Chapelle-sur-Erdre. Contact : 02 40 29 76 16, ce.0442011x@ac-nantes.fr, http://coutanciere.loire-atlantique.e-lyco.fr/";"La Chapelle-sur-Erdre";"44";"44035";"44240";"47.30832, -1.562145";"2017-01-10";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/Joué-sur-Erdre";"Joué basket";"Association";"5424342";"Loisirs et sports";"Sport";"Mémento sportif";"Joué basket";"Mémento sportif.";"Le club de Joué basket invite tous les parents, joueurs et bénévoles à la galette des Rois, à partir de 18 h 30.";"Samedi 21 janvier, Complexe sportif de la vallée de l’Erdre, Joué-sur-Erdre.";"Joué-sur-Erdre";"44";"44077";"44440";"47.51785, -1.477939";"2017-01-16";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-03";"Exposition, musée";"44/Les Moutiers-en-Retz";"Ville des Moutiers-en-Retz";"Mairie";"5402698";"Voir visiter";"Exposition, musée";"Exposition";"Cours d'aquarelle proposés par l'artiste Jean-Pierre Deleville";"Exposition. Mardi 3, mardi 17, mardi 31 janvier 2017, 14h, Salle d'exposition, 13, place de l'Église-Madame, Les Moutiers-en-Retz. Contact : 06 60 56 15 38.";"";"";"Les Moutiers-en-Retz";"44";"44106";"44760";"47.06361, -2.000616";"2016-12-29";"2017-01-03";"2017-01-31";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Réunion, assemblée";"44/Saint-Brevin-les-Pins";"association brévinoise de généalogie";"Association";"5422781";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Assemblée générale";"Association brévinoise de généalogie";"Assemblée générale. Samedi 21 janvier, 14h, Salle des Dunes, Saint-Brevin-les-Pins.";"";"";"Saint-Brevin-les-Pins";"44";"44154";"44250";"47.24735, -2.168319";"2017-01-13";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Sport";"44/Ancenis";"Ancenis Danse à Deux";"Association";"5428597";"Loisirs et sports";"Sport";"Autre";"Stage de Bachate niveau débutant";"";"Apprentissage des différents pas de base et des tours en bachata sur une chorégraphie de danse en ligne, et initiation à la danse en couple. Possibilité de filmer la chorégraphie à la fin du stage. Thé, café, eau à disposition. 2e stage à suivre le 29 janvier avec une chorégraphie de couple.";"Dimanche 22 janvier, 11h15, Salle de la Sablière, espace Landrain, La Charbonnière, Ancenis. Payant. Inscription avant le 22 janvier. Contact : 06 82 43 61 09, ancenisdanseadeux@orange.fr";"Ancenis";"44";"44003";"44150";"47.36259, -1.183677";"2017-01-18";"2017-01-22";"2017-01-22";"oui";"";"";"";"Cours Bachata";"Ancenis Danse à Deux";"";"";"";"";"15";""
"2017-01-17";"Spectacle";"44/La Baule-Escoublac";"L'Escou'Rire, troupe de théâtre de l'Asce";"Association";"5428715";"Concerts, spectacles";"Autres scènes";"Théâtre";"Réservation théâtre L’Escou’Rire saison 2017";"Théâtre.";"Représentation de 2 comédies les 4, 5, 10, 11, 12 février et les 3, 4, 5, 10, 11, 12 et 18 mars à la salle Alain-Burban à Escoublac. Vendredi et samedi 20 h 30, dimanche 15 h. Réservation (sauf le dimanche).";"Jusqu'au samedi 18 mars, 19h30 à 21h30, La Baule-Escoublac. Tarif 8€, autre : 4 € moins de 12 ans. Réservation : 06 64 29 83 35.";"La Baule-Escoublac";"44";"44055";"44500";"47.29563, -2.353945";"2017-01-18";"2017-01-17";"2017-03-18";"oui";"8";"";"4 € moins de 12 ans";"";"";"";"";"";"";"";""
"2017-01-21";"Porte ouverte";"44/Pornic";"Apel école Saint-Joseph";"Association";"5319357";"Voir visiter";"Portes ouvertes, forums";"Portes ouvertes, forums";"Portes ouvertes école maternelle et primaire Saint-Joseph";"";"Accueil par l'équipe enseignante et l'Apel. Présentation de l'école par les enfants et les enseignants.";"Samedi 21 janvier, 10h à 13h, École Saint-Joseph, 12, rue Notre-Dame à Sainte-Marie, Pornic. Contact : 02 40 82 16 58, apelsaintjoseph44210@gmail.com, http://stemariesurmer-stjoseph.fr/";"Pornic";"44";"44131";"44210";"47.11409, -2.127985";"2016-10-27";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Atelier, activité de loisirs";"44/Châteaubriant";"Initiatives de femmes et développement pour tous";"Association";"5417820";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Samedi p’tit dej";"";"Accueil autour d’un café et d’une brioche, activités manuelles, art floral, lecture de journaux, et tous les samedis après-midi détente avec jeux de société.";"Samedi 21 janvier, 10h à 12h et 14h30 à 17h30, 3, rue Pasteur, Châteaubriant. Tarif participation 0,50 €. Contact : 06 83 35 03 80.";"Châteaubriant";"44";"44036";"44110";"47.71893, -1.37838";"2017-01-10";"2017-01-21";"2017-01-21";"oui";"";"";"participation 0,50 €";"";"";"";"";"";"";"";""
"2017-01-21";"Horaire, permanence";"44/Rougé";"Corres. Ouest-France Marie-Thérèse PELLEGRY";"autre";"5421718";"Vie quotidienne";"Horaires, ouverture, permanence";"Permanence";"VSB Energie (vent solaire biomasse)";"Permanence.";"Permanence publique pour présenter le projet final d'implantation de trois éoliennes en extension du parc éolien de Soulvache. Site dédié : http://vsb-parc-eolien.wix.com/rouge.";"Samedi 21 janvier, 9h à 12h, En mairie, Rougé. Contact : 02 99 23 98 09, 06 95 23 67 31.";"Rougé";"44";"44146";"44660";"47.78361, -1.44963";"2017-01-12";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/Saint-Joachim";"Saint-Joachim Brière sport section basket";"Association";"5426954";"Loisirs et sports";"Sport";"Match";"Saint-Joachim Brière sport section basket";"";"Samedi : 14 h U11 contre St-André ; 15 h U9M contre plaisance ; 16 h 15 U15F contre Orvault. Dimanche 10 h 30 : U17M 1 contre ABCN.";"Samedi 21, dimanche 22 janvier, Gymnase, Saint-Joachim.";"Saint-Joachim";"44";"44168";"44720";"47.38333, -2.201104";"2017-01-17";"2017-01-21";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-14";"Sortie, voyage";"44/Guérande";"Hospitalité nantaise";"Association";"5414012";"Loisirs et sports";"Sortie, voyage, pèlerinage";"Pèlerinage";"Hospitalité Nantaise. Inscriptions pour les pèlerinages à Lourdes";"Samedi 14, samedi 21 janvier, 9h30 à 12h, Presbytère, 6, rue du Vieux-Marché, Guérande. Contact : 06 85 05 71 87, 06 88 62 74 77.";"";"";"Guérande";"44";"44069";"44350";"47.32738, -2.427605";"2017-01-10";"2017-01-14";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-15";"Atelier, activité de loisirs";"44/Saint-Nazaire";"association Makötö-Dembaya";"Association";"5254957";"Loisirs et sports";"Atelier, activité de loisirs";"Cours";"Cours de djembé et danse africaine éveil enfant de 5 à 12 ans";"";"Activité pour donner le sens du rythme, le tempo et éveiller tous les sens de l'enfant. Cours tous les jeudis (sauf 3e jeudi de chaque mois). Organisés par l'association Makötö-Dembaya.";"Jusqu'au jeudi 29 juin 2017, 18h à 19h, Ferme Couronné, la Bouletterie, rue Pitre-Grenapin, Saint-Nazaire. Tarif 120 € par an. Contact et réservation : 06 18 22 76 44, makoto@sfr.fr, www.facebook.fr/makotodembaya";"Saint-Nazaire";"44";"44184";"44600";"47.26043, -2.258377";"2016-09-15";"2016-09-15";"2017-06-29";"oui";"";"";"120 € par an";"";"";"";"";"";"";"";""
"2017-01-21";"Spectacle";"85/Rocheservière";"théâtre Balivernes";"Association";"5399657";"Concerts, spectacles";"Autres scènes";"Théâtre";"« Le bourgeois gentilhomme » de Molière";"Théâtre. Samedi 21 janvier, 20h30, Salle Bouton-d’Art, Rocheservière. Payant. Contact et réservation : 06 86 21 61 99, http://www.alj-theatre-pluch.fr/";"";"";"Rocheservière";"85";"85190";"85620";"46.94006, -1.5103";"2016-12-26";"2017-01-21";"2017-01-21";"oui";"";"";"";"";"";"";"";"";"";"11";""
"2016-09-05";"Sport";"44/Clisson";"association des As, taïchi chuan";"Association";"5224133";"Loisirs et sports";"Sport";"Autre";"Cours de gym énergétique chinoise";"";"Apprendre ou prendre une heure pour se centrer, s’enraciner et faire circuler l’énergie vitale dans les méridiens d’acupuncture tout en s’assouplissant ou en se fortifiant. Cette année le programme est les postures méditatives de l’arbre et les 8 pièces de brocard version assise.";"Du lundi 5 septembre 2016 au lundi 26 juin 2017, 11h30 à 12h30, Hom’Gaïa, 1, le Bourg-Cornu, Clisson. Tarif 200€, autre : 10 € adhésion. Contact : 06 07 45 18 02, hohn.fabrice@wanadoo.fr, http://taichichuan.yoga.free.fr";"Clisson";"44";"44043";"44190";"47.09028, -1.286392";"2016-08-29";"2016-09-05";"2017-06-26";"oui";"200";"";"10 € adhésion";"";"";"";"";"";"";"";""
"2017-01-14";"Action caritative";"44/Sainte-Pazanne";"association des parents d'élèves de l'école Notre-Dame-de-Lourdes";"Association";"5413965";"Vie quotidienne";"Quête, vente caritative, appel aux dons";"Opération solidarité";"Collectes papier";"Opération solidarité.";"L'APE organise des collectes de papier. L'argent récolté par sa revente sert à financer des travaux dans l'école, des achats de matériel, des sorties scolaires. En dehors des heures de permanence, il est interdit par la loi de déposer le papier sur la voie publique à l'extérieur de l'école.";"Samedi 14, samedi 28 janvier, samedi 11 février, 10h à 12h, École Notre-Dame-de-Lourdes, rue de la Nantaise, Sainte-Pazanne.";"Sainte-Pazanne";"44";"44186";"44680";"47.10511, -1.81021";"2017-01-10";"2017-01-14";"2017-02-11";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Animation jeunes";"44/Nantes";"Ares";"Association";"5393510";"Loisirs et sports";"Animation loisirs jeunes";"Animation";"10 ans de l'Ares";"";"Jeux de plateau et jeux de rôle à volonté. Restauration sur place. Buffet participatif.";"Samedi 21 janvier, 18h, Maison des jeux, 14, rue Michel-Rocher, Nantes. Gratuit. Contact : contact@ares44.fr, ares44.fr";"Nantes";"44";"44109";"44000";"47.20632, -1.549745";"2017-01-10";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-01";"Animation jeunes";"44/Nantes";"Entraide scolaire amicale";"Association";"5233637";"Loisirs et sports";"Animation loisirs jeunes";"Animation";"Entraide scolaire amicale";"Aide scolaire.";"Comme chaque année, des enfants entrent à l'école ou changent de classe. Certains rencontrent des difficultés, et nous tentons d'aider ceux dont les familles ne peuvent s'accorder l'aide d'un enseignant particulier.";"Jusqu'au jeudi 31 août 2017, Nantes. Gratuit. Contact : 06 09 97 06 93, esa.antenne.nantes@gmail.com, http://www.entraidescolaireamicale.org/";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"2016-09-01";"2016-09-01";"2017-08-31";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Atelier, activité de loisirs";"44/La Chapelle-sur-Erdre";"Maison pour tous";"Association";"5419211";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Atelier diététique";"";"Conférence-débat sur l’alimentation suivie d’échanges et d’une dégustation autour de la question « Pourquoi une alimentation saine ? ».";"Samedi 21 janvier, 14h30, La Cabane-à-Jeux, 10 bis, rue François-Clouet, La Chapelle-sur-Erdre. Gratuit. Contact et réservation : 02 40 93 68 19, contact@mptlachapelle.com, http://www.mptlachapelle.com";"La Chapelle-sur-Erdre";"44";"44035";"44240";"47.30005, -1.550888";"2017-01-11";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Jeux, concours";"44/Couffé";"Amicale des retraités";"Association";"5428610";"Loisirs et sports";"Jeux, concours, rallye";"Concours";"Concours de belote";"";"Organisé par l'amicale des retraités, concours avec annonces, à partir de 13 h 30, à la salle polyvalente. Engagement 6 € par joueur. Premier prix, 60 € ; 2e, 50 € ; 3e, 40 € ; 4e, 30 €. Un lot par joueur.";"Samedi 21 janvier, 13h30, Salle polyvalente, Couffé. Tarif 6€.";"Couffé";"44";"44048";"44521";"47.39085, -1.293301";"2017-01-18";"2017-01-21";"2017-01-21";"oui";"6";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Concert";"44/Nantes";"Préma";"Association";"5409422";"Concerts, spectacles";"Concert, spectacle musical";"Chanson";"Andréïs et la Smala";"Vendredi 20 janvier, 21h, Zygo bar, 35, rue des Olivettes, Nantes. Tarif 5€. Contact : prema910@free.fr, http://tonandreis.wixsite.com/site";"";"";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"2017-01-04";"2017-01-20";"2017-01-20";"oui";"5";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Jeux, concours";"44/Saint-Père-en-Retz";"Saint-Pierre de Retz football";"Association";"5424310";"Loisirs et sports";"Jeux, concours, rallye";"Loto";"Loto";"";"Organisé par Saint-Pierre de Retz football. Ouverture des portes à 18 h 30 avec 3000 € de lots dont 700 € au 1er.";"Vendredi 20 janvier, 20h, La Bergerie, Saint-Père-en-Retz.";"Saint-Père-en-Retz";"44";"44187";"44320";"47.21163, -2.039631";"2017-01-16";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-09";"Atelier, activité de loisirs";"44/Saint-Nazaire";"Le Parvis";"Équipement à but non lucratif (culture, sport et loisir)";"5396816";"Loisirs et sports";"Atelier, activité de loisirs";"Dessin, peinture";"Dessin, peinture";"";"Initiation peinture à l’huile. Sous la conduite de Marie Leroy. Débutants, amateurs ou expérimentés sont accompagnés individuellement dans l’apprentissage de la peinture à l’huile.";"Lundi 9 janvier, lundi 6, lundi 13 février 2017, 14h30 à 16h30, Le Parvis, passage Henri-Soulas, Saint-Nazaire. Tarif 40€, autre : frais pédagogiques à l’année (8 ateliers) Possibilité de s’inscrire au trimestre. Contact et réservation : 02 40 22 51 23, leparvisstnazaire@free.fr, leparvissaintnazaire.fr";"Saint-Nazaire";"44";"44184";"44600";"47.27326, -2.207641";"2016-12-22";"2017-01-09";"2017-02-13";"oui";"40";"";"frais pédagogiques à l’année (8 ateliers) Possibilité de s’inscrire au trimestre";"";"";"";"";"";"";"";""
