"Debut d'evenement";"Type d'evenement";"Lieu de l'evenement";"Nom Organisme";"Type d'organisme";"Identifiant";"Style";"Categorie";"Genre";"Titre";"Texte Debut";"Texte Milieu";"Texte Fin";"Commune";"Departement";"Code INSEE";"Code Postal";"Coordonnees GPS";"Jour Min";"Jour Max";"Tarif Mention Payant";"Tarif General";"Tarif Autre";"Age Minimum";"Mention Accessible Handicap";"Liens Billeteries";"Liens Videos"
"18/12/2016";"Conference";"44/Nantes";"Societe nantaise d'horticulture";"Association";"5386218";"Voir visiter";"Conference";"Conference";"Societe nantaise d’horticulture : conception d’un jardin";"Conference.";"L’intervention de Pascal Renaud (Grandiflora, pepinières Gicquiaud et Renaud) consistera en une presentation du concept du JBC, Jardin basse consommation depose en 2012. La presentation se fera autour d’un echange avec des membres de la SNH confrontes à la « page blanche ».";"Dimanche 18 decembre, 10h, Hôtel de l’horticulture, 7, quai Henri-Barbusse, Nantes. Gratuit. Contact : 06 80 31 75 54, contact.snh@free.fr, https://sites.google.com/site/societenantaisedhorticulture/home/actualites-snh";"Nantes";"44";"44109";"44000";"47.22417, -1.552693";"18/12/2016";"18/12/2016";"non";"";"";"";"";"";""
"16/12/2016";"Sortir la nuit";"44/Nantes";"Altercafe";"Équipement à but non lucratif (culture, sport et loisir)";"5372319";"Danser, vie nocturne";"Vie nocturne";"Clubbing";"To Van Kao et la source Dj's";"Vendredi 16 decembre, 23h à 4h, Altercafe, 21, quai des Antilles, Nantes. Tarif 5€. Contact : 02 28 20 01 06, altercafe@orange.fr, www.altercafe.fr";"";"";"Nantes";"44";"44109";"44000";"47.20088, -1.573254";"16/12/2016";"16/12/2016";"oui";"5";"";"";"";"";""
"17/12/2016";"Sortir la nuit";"44/Nantes";"Altercafe";"Équipement à but non lucratif (culture, sport et loisir)";"5366729";"Danser, vie nocturne";"Vie nocturne";"Clubbing";"Math EDC et Willow Twr";"Samedi 17 decembre, 23h à 4h, Altercafe, 21, quai des Antilles, Nantes. Gratuit. Contact : 02 28 20 01 06, altercafe@orange.fr, www.altercafe.fr";"";"";"Nantes";"44";"44109";"44000";"47.20088, -1.573254";"17/12/2016";"17/12/2016";"non";"";"";"";"";"";""
"17/12/2016";"Acheter, chiner";"44/Nantes";"les ateliers de la Ville-en-Bois";"Association";"5371121";"Acheter, chiner";"Marches";"Marche de Noël";"Marche de Noël";"15 exposants.";"Createurs : illustration, serigraphie, creation textile, bijoux, ceramique, maroquinerie ; ateliers creatifs tout public et concerts. Sur place, crêpes, soupe, vin chaud.";"Du samedi 17 au dimanche 18 decembre, 14h à 19h et 15h à 22h, Les ateliers de la Ville-en-Bois, 21, rue de la Ville-en-Bois, Nantes. Gratuit. Contact : lavilleenbois@gmail.com, facebook.com/Ateliersdelavilleenbois";"Nantes";"44";"44109";"44000";"47.21313, -1.576552";"17/12/2016";"18/12/2016";"non";"";"";"";"Moteur";"";""
"05/11/2016";"Exposition, musee";"44/Nantes";"la Galerie 18";"Association";"5296620";"Voir visiter";"Exposition, musee";"Exposition";"7 au Coteau";"Exposition.";"Pour la quatrième edition, la Galerie 18 invite 14 artistes sur 7 semaines.  Vernissage samedi 5 novembre de 16 h à 18 h. Ouverture : jeudi, vendredi, samedi de 14 h à 18 h  et sur rendez-vous.";"Du samedi 5 novembre au vendredi 16 decembre, 14h à 18h, La Galerie 18, 18, rue du Coteau, Nantes. Gratuit. Contact : www.lagalerie18.org";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"05/11/2016";"16/12/2016";"non";"";"";"";"";"";""
"07/09/2016";"Sport";"44/Nantes";"Adagyo";"Association";"5239250";"Loisirs et sports";"Sport";"Autre";"Adagyo";"Inscription.";"Adagyo cree un nouveau cours de danse en ligne (folklore, country) le mercredi, pour les 50 ans ou plus.";"Du mercredi 7 septembre 2016 au vendredi 23 juin 2017, 17h à 18h, Gymnase Malakoff 4, boulevard de l’Europe, Nantes. Payant. Contact et reservation : 06 45 92 42 62, clubadagyo@yahoo.fr, Adagyo.gandi-site.net";"Nantes";"44";"44109";"44000";"47.21473, -1.528555";"07/09/2016";"23/06/2017";"oui";"";"";"";"";"";""
"14/09/2016";"Atelier, activite de loisirs";"44/Nantes";"chorale Gens qui chantent et gens qui rient";"Association";"5223206";"Loisirs et sports";"Atelier, activite de loisirs";"Autre";"Chorale Gens qui chantent et gens qui rient";"Chant choral.";"Reprise des repetitions le mercredi. Le groupe de 50 choristes adultes recrute dans tous les pupitres. Au programme, chansons contemporaines et du monde.";"Du mercredi 14 septembre 2016 au mercredi 28 juin 2017, 20h15, Locaux associatifs, 39, rue Felix-Thomas, Nantes. Tarif 80€. Contact : 06 85 53 72 40, sergegrollier@laposte.net, http://gensquichantent.online.fr";"Nantes";"44";"44109";"44000";"47.23074, -1.553202";"14/09/2016";"28/06/2017";"oui";"80";"";"";"";"";""
"16/12/2016";"Video";"44/Nantes";"association Voyages et aventures";"Association";"5382836";"Voir visiter";"Video";"Video";"La Bolivie";"Video.";"La Bolivie : sa partie andine, ses plateaux, vallees et plaines au climat tropical, l’Oriente, proche de l’Amazonie, l’ouest : Sucre, Capitale constitutionnelle, Potosi, Tupiza et l’Altiplano jusqu’au Salar d’Uyuni, enfin le lac Titicaca, Copacabana et La Paz, capitale politique.";"Vendredi 16 decembre, 20h30, Maison des associations, 11, rue de Prinquiau, Nantes. Gratuit. Contact : 02 40 46 46 42, 06 62 24 58 52.";"Nantes";"44";"44109";"44000";"47.2123, -1.587417";"16/12/2016";"16/12/2016";"non";"";"";"";"Auditif|Mental|Moteur";"";""
"17/12/2016";"Concert";"44/Nantes";"Nantes philharmonie";"Association";"5371327";"Concerts, spectacles";"Concert, spectacle musical";"Classique";"Concert spectacle de Nantes Philharmonie";"Classique.";"007: La 25e Mission. Musiques tendres ou endiablees du Tango argentin à la Feria espagnole sans oublier les sonorites orientales et le jazz du nouveau monde.";"Samedi 17 decembre, 15h et 17h30, Auditorium Berlioz du Conservatoire, rue Gaetan Rondeau, Nantes. Tarif 16€, reduit 12€, autre : Enfants 8 €. Contact et reservation : 06 20 96 56 40, contact@philhar.com, www.philhar.com";"Nantes";"44";"44109";"44000";"47.2168, -1.556727";"17/12/2016";"17/12/2016";"oui";"16";"Enfants 8 €";"";"Visuel|Moteur";"";""
"17/12/2016";"Reunion, assemblee";"44/Nantes";"Union cycliste Nantes Atlantique";"Association";"5377805";"Reunions formations ceremonies";"Reunions, conseils, assemblees generales";"Assemblee generale";"Union cycliste Nantes Atlantique";"Assemblee generale.";"Le Groupe-Cyclos de l'UCNA (Union Cycliste Nantes Atlantique) invite ses adherents à assister à l'assemblee generale extraordinaire et à renouveler leur licence pour 2017.";"Samedi 17 decembre, 14h30, Club, 25, rue Gaston-Turpin, Nantes. Contact : 06 89 64 00 26, 02 51 70 22 07, jc.jegouzo@wanadoo.fr";"Nantes";"44";"44109";"44000";"47.2247, -1.541701";"17/12/2016";"17/12/2016";"non";"";"";"";"";"";""
"16/12/2016";"Horaire, permanence";"44/Nantes";"Ariane : Agir, rencontrer, informer, apporter une nouvelle image des epilepsies";"Association";"5346810";"Vie quotidienne";"Horaires, ouverture, permanence";"Permanence";"Ariane epilepsie";"Permanence.";"Informations sur l'epilepsie, rencontre avec d'autres personnes dans la même situation, ecoute confidentielle et soutien par des membres de l'association.";"Vendredi 16 decembre, 15h à 17h, Manufacture, 6, place de la Manu, Nantes. Contact : 02 40 58 01 85, ariane-epilepsie@laposte.net, ariane-epilepsie.fr";"Nantes";"44";"44109";"44000";"47.21928, -1.537608";"16/12/2016";"16/12/2016";"non";"";"";"";"";"";""
"17/12/2016";"Atelier, activite de loisirs";"44/Nantes";"Synergie bien-être";"Association";"5378717";"Loisirs et sports";"Atelier, activite de loisirs";"Autre";"Qi gong du Tao energie de l'hiver";"";"L'energie des reins est à mettre en relation avec l'element eau, la saison hivernale. Elle contrôle la resistance au stress. Programme : deverouillage des articulations, l'element eau dans la theorie des 5 elements, respirations, posture de qi gong, meditations dynamiques, automassages.";"Samedi 17 decembre, 15h à 18h, Maison de quartier de l'Île, 2, rue Conan-Meriadec, Nantes. Payant. Contact et reservation : 06 83 04 71 60, synergiebienetre@hotmail.fr";"Nantes";"44";"44109";"44000";"47.2066, -1.550762";"17/12/2016";"17/12/2016";"oui";"";"";"";"";"";""
"01/12/2016";"Spectacle";"44/Nantes";"choeur de chambre Éclats de Voix";"Association";"5371458";"Concerts, spectacles";"Autres scènes";"Autre";"Audition recrutement";"";"Le chœur de chambre Eclats de voix dirige par Gerard Baconnais recrute des chanteurs et chanteuses confirmes, tous pupîtres. Projets 2017 : Misa Tango de Palmieri avec piano, orchestre à cordes, bandoneon, solistes à la Folle Journee de Nantes et en region. Voyage en Allemagne et concerts divers.";"Jusqu'au dimanche 25 decembre, Lycee La Perverie, Nantes. Gratuit. Contact : 06 51 11 52 65, gerard.baconnais@laposte.net, eclatsdevoix.fr";"Nantes";"44";"44109";"44000";"47.22396, -1.540806";"01/12/2016";"25/12/2016";"non";"";"";"";"";"";""
"16/12/2016";"Fête locale";"44/Nantes";"Ares";"Association";"5384655";"Loisirs et sports";"Fêtes";"Autre";"Fête de Noël de l’Ares";"";"Fête sous le signe du jeu. Au programme : costumes (dress code rouge et/ou vert), jeux de rôle special Noël, sapin, père Noël, buffet. Apporter nourriture, boissons à partager et decorations de Noël.";"Vendredi 16 decembre, 20h, Maison des jeux, 14, rue Michel-Rocher, Nantes. Gratuit. Contact : contact@ares44.fr, ares44.fr";"Nantes";"44";"44109";"44000";"47.20632, -1.549745";"16/12/2016";"16/12/2016";"non";"";"";"";"";"";""
"29/08/2016";"Jeux, concours";"44/Nantes";"Bac 44";"Association";"5227200";"Loisirs et sports";"Jeux, concours, rallye";"Autre";"Tournois de bridge Bac 44";"";"Les participants jouent des tournois enregistres par la federation Française de bridge, cela permet un classement national. Lieu de rencontre et d'echanges autour de repas pris ensemble au cours de l'annee. Du lundi au vendredi à 14 h, le lundi à 21 h.";"Jusqu'au vendredi 30 juin 2017, 14h, 2, rue Leon-Jost, Nantes. Tarif 6€, reduit 4€. Contact : 06 06 42 39 11, 02 40 74 57 73, bac44@orange.fr, www.bac44.fr";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"29/08/2016";"30/06/2017";"oui";"6";"";"";"Moteur";"";""
"16/12/2016";"Concert";"44/Nantes";"Dynamo cafe";"Équipement à but non lucratif (culture, sport et loisir)";"5372496";"Concerts, spectacles";"Concert, spectacle musical";"Autre";"Mix two";"";"Puppa Dready et DJ CLB.";"Vendredi 16 decembre, 22h à 3h, Dynamo cafe, 91, rue Marechal-Joffre, Nantes. Gratuit. Contact : 02 40 48 79 18, www.facebook.com/mixtwo";"Nantes";"44";"44109";"44000";"47.2204, -1.548486";"16/12/2016";"16/12/2016";"non";"";"";"";"";"";""
"22/11/2016";"Action caritative";"44/Nantes";"les P'tits doudous de Jules Verne";"Association";"5356508";"Vie quotidienne";"Quête, vente caritative, appel aux dons";"Vente caritative";"Association les P'tits doudous";"Vente caritative.";"Vente nationale de peluches à l’effigie du logo bleu, vert anis et rose de l’association, creees par Moulin Roty. Chaque doudou est vendu 20 € dont 5 € est reverse au profit des 20 associations du groupe afin d’offrir un doudou aux enfants operes.";"Jusqu'au dimanche 18 decembre, Nantes. Contact et reservation : www.ulule.fr";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"22/11/2016";"18/12/2016";"non";"";"";"";"";"";""
"14/09/2016";"Animation jeunes";"44/Nantes";"Hora";"Association";"5236665";"Loisirs et sports";"Animation loisirs jeunes";"Animation";"Yoga ados et etudiants";"";"Ce cours propose d’aborder l’eveil du lien entre son corps et son esprit, s’ancrer, renforcer sa musculature, son système nerveux et sa resistance. L’ado ou le jeune sera guide pour ouvrir un espace interieur de ressourcement où il pourra aller y puiser son equilibre, sa creativite, sa force.";"Du mercredi 14 septembre 2016 au mercredi 14 juin 2017, 17h à 18h, 30, rue Deshoulières, Nantes. Payant. Contact : 07 53 02 08 05, contact@yoga-rama.com, www.yoga-rama.com";"Nantes";"44";"44109";"44000";"47.21825, -1.565676";"14/09/2016";"14/06/2017";"oui";"";"";"";"";"";""
"08/11/2016";"Exposition, musee";"44/Nantes";"bibliothèque municipale";"Association";"5301282";"Voir visiter";"Exposition, musee";"Exposition";"Le livre decoupe";"Exposition.";"Selection de livres decoupes et de creations d'Amandine Momenceau, l'auteur-illustratrice de Maman Renard (L'Agrume, 2015).";"Du mardi 8 novembre au samedi 17 decembre, Bibliothèque de la Halvêque, Nantes. Gratuit. Contact : 02 40 41 53 47, bm-nord@mairie-nantes.fr, http://bm.nantes.fr";"Nantes";"44";"44109";"44000";"47.21837, -1.553621";"08/11/2016";"17/12/2016";"non";"";"";"";"";"";""
"18/12/2016";"Conference";"44/Nantes";"Societe nantaise de prehistoire";"Association";"5373199";"Voir visiter";"Conference";"Conference";"Grotte ornee 2.0, nouvelles recherches sur les grottes ornees";"Conference.";"Romain Pigeaud, chercheur, presentera les nouveaux questionnements autour de l’art paleolithique. Les nouveaux outils d’analyses numeriques ont profondement modifie notre vision de l’art parietal. Decouverte des nouveaux axes de la recherche sur les premiers artistes.";"Dimanche 18 decembre, 9h30, Museum d’Histoire naturelle, 12, rue Voltaire, Nantes. Gratuit.";"Nantes";"44";"44109";"44000";"47.2168, -1.556727";"18/12/2016";"18/12/2016";"non";"";"";"";"";"";""
"18/12/2016";"Randonnee";"44/Nantes";"Randonnees pedestres Leo-Lagrange";"Association";"5369268";"Loisirs et sports";"Sport";"Randonnee pedestre";"Randonnee pedestre";"";"Randonnee de 12 km à Nantes (les bords de l'Erdre). Organisee par la section randonnees pedestres du club Leo-Lagrange. Covoiturage avec participation aux frais. Prevoir des chaussures de randonnee et des chaussures de rechange.";"Dimanche 18 decembre, 13h30, Devant la capitainerie, île de Versailles, Nantes. Tarif 2 € non-adherents. Contact : 02 40 43 70 39, http://leo.rando.nantes.free.fr/";"Nantes";"44";"44109";"44000";"47.22561, -1.554161";"18/12/2016";"18/12/2016";"oui";"";"2 € non-adherents";"";"";"";""
"07/12/2016";"Spectacle";"44/Nantes";"le Grand T";"Équipement à but non lucratif (culture, sport et loisir)";"5175082";"Concerts, spectacles";"Autres scènes";"Theâtre";"Dom Juan";"Theâtre.";"Incarne par Nicolas Bouchaud, le libertin vagabond, incroyant et insolent, est toujours fringant. Jean-François Sivadier et ses fidèles acteurs ravivent avec ardeur cette œuvre du repertoire. Theâtre de l’humain et du surnaturel, ce Dom Juan est un rendez-vous incontournable de la saison.";"Du mercredi 7 au samedi 17 decembre, Le Grand T, 84, rue du General-Buat, Nantes. Tarif 25€, reduit 21€, autre : 12 €. Reservation : 02 51 88 25 25, billetterie@legrandt.fr, www.legrandt.fr";"Nantes";"44";"44109";"44000";"47.23013, -1.539711";"07/12/2016";"17/12/2016";"oui";"25";"12 €";"";"Moteur";"";""
"25/10/2016";"Animation jeunes";"44/Nantes";"musee Jules-Verne";"Équipement à but non lucratif (culture, sport et loisir)";"5291060";"Loisirs et sports";"Animation loisirs jeunes";"Animation";"À bord du Nautilus";"";"Spectacle deambulatoire par le comedien Sydney Bernard, pour les 6-10 ans.";"Mardi 25 octobre, mardi 27 decembre, 14h30 à 16h30, Musee Jules-Verne, Nantes. Tarif 5€, autre : 10 € enfants hors metropole. Inscription avant le 24 octobre. Contact : 02 40 69 72 52, musee-julesverne@nantesmetropole.fr, julesverne.nantesmetropole.fr";"Nantes";"44";"44109";"44000";"47.20205, -1.577412";"25/10/2016";"27/12/2016";"oui";"5";"10 € enfants hors metropole";"";"";"";""
"16/12/2016";"Concert";"44/Nantes";"le Pannonica";"Équipement à but non lucratif (culture, sport et loisir)";"5181891";"Concerts, spectacles";"Concert, spectacle musical";"Jazz";"Pak ! + Mirador (Bamba Crew)";"Jazz.";"PAK ! est un ensemble de neuf musiciens rassembles autour des musiques d’Europe de l’est. Leur repertoire se construit autour de thèmes sulfureux et festifs inspires des hora roumaines ou des cocek macedoniens. Concert suivi de Mirador pour un DJ set des plus dansants !";"Vendredi 16 decembre, 21h, Le Pannonica, 9, rue Basse-Porte, Nantes. Tarif 12€, reduit 10€, autre : 8 €/5 €. Contact et reservation : 02 51 72 10 10, www.pannonica.com";"Nantes";"44";"44109";"44000";"47.22118, -1.558729";"16/12/2016";"16/12/2016";"oui";"12";"8 €/5 €";"";"";"";""
"08/12/2016";"Reunion, assemblee";"44/Nantes";"groupement recrutement legion etrangere";"Administration, service public, parapublic";"5379993";"Reunions formations ceremonies";"Reunions, conseils, assemblees generales";"Reunion, debat, rencontre";"Recrutement legion etrangère";"";"Informations sur les metiers au sein de la legion etrangère. Le poste d'information expose les possibilites de recrutement, les perspectives d'evolutions et les possibilites de carrières au sein de cette troupe prestigieuse, pour les jeunes âges d'au moins 17 ans et demi jusqu'à 39 ans et demi.";"Jusqu'au mardi 20 decembre, 8h à 22h, 16, rue des Rochettes, Nantes. Gratuit. Contact : 02 28 24 20 70, legion.etrangere.pile.nantes@gmail.com, www.legion-recrute.com";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"08/12/2016";"20/12/2016";"non";"";"";"";"";"";""
"18/12/2016";"Fête locale";"44/Nantes";"association Memoire de l'outremer";"Association";"5382331";"Loisirs et sports";"Fêtes";"Autre";"Chantez Nwel";"Dimanche 18 decembre, 16h, Espace Louis-Delgrès, 89, quai de la Fosse, Nantes. Gratuit. Contact : 02 40 71 76 57, outremer44@orange.fr";"";"";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"18/12/2016";"18/12/2016";"non";"";"";"";"Moteur";"";""
"04/10/2016";"Spectacle";"44/Nantes";"theâtre du Riscochet";"Autre organisme à but non lucratif";"5281413";"Concerts, spectacles";"Autres scènes";"Theâtre";"Ils viennent de Brodouai";"Theâtre.";"Ce sont des stars, enfin c'est ce qu'ils pensent, et ils presentent leur nouvelle comedie musicale ! Mais tout ne va pas se passer comme prevu. Entre un metteur en scène depasse, un comedien qui est legèrement raciste, un regisseur fou, et une comedienne insupportable, on obtient un tout dejante.";"Jusqu'au vendredi 30 decembre, 20h, Theâtre du riscochet, 14, rue de L'arche-Sèche, Nantes. Tarif 15€, reduit 12€. Reservation : http://www.theatreduriscochet.com. Contact : riscochetnantais@gmail.com";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"04/10/2016";"30/12/2016";"oui";"15";"";"";"";"";""
"18/12/2016";"Jeux, concours";"44/Nantes";"la Nizanerie";"Association";"5377059";"Loisirs et sports";"Jeux, concours, rallye";"Concours";"Concours de soupe à la Nizanerie";"";"S'inscrire seul ou en equipe (apporter legumes, ustensiles et venir avec les amis) pour cuisiner une soupe originale (mais avec des produits de saison) en 3 h dans la rue Paul-Nizan.";"Dimanche 18 decembre, 14h à 19h, Kiosque de la Nizanerie, rue Paul-Nizan, Nantes. Gratuit. Contact et reservation : convivialite@lanizanerie.com";"Nantes";"44";"44109";"44000";"47.20469, -1.549659";"18/12/2016";"18/12/2016";"non";"";"";"";"";"";""
"17/12/2016";"Concert";"44/Nantes";"association Musique sacree, cathedrale de Nantes";"Association";"5285384";"Concerts, spectacles";"Concert, spectacle musical";"Chant choral";"Concert de Noël ""Noëls, Carols et Cie...""";"Chant choral.";"A la lueur des bougies, la Maitrise de la Cathedrale donne son traditionnel concert de Noël. Melangeant Noëls populaires et musique savante, Dove, Rutter, Sandström, Rachmaninov, Tavener seront au programme de ce concert pour petits et grands dans la magie de Noël.";"Samedi 17 decembre, 19h, Cathedrale Saint-Pierre-et-Saint-Paul, place Saint-Pierre, Nantes. Gratuit. Contact et reservation : 02 40 35 76 43, contact@musiquesacree-nantes.cef.fr, www.musiquesacree-nantes.cef.fr";"Nantes";"44";"44109";"44000";"47.21783, -1.550832";"17/12/2016";"17/12/2016";"non";"";"";"";"Auditif|Visuel|Mental|Moteur";"";""
"23/09/2016";"Atelier, activite de loisirs";"44/Nantes";"theâtre Beaulieu, compagnie Même pas cap";"Association";"5165988";"Loisirs et sports";"Atelier, activite de loisirs";"Atelier theâtre";"Atelier theâtre";"";"Les inscriptions pour la nouvelle saison des ateliers Même pas cap sont lancees. Au programme : un nouveau concept pour les ateliers theâtre et la mise en place d'un atelier chorale. Animes par des comediens et une professeure de chant professionnels.";"Du vendredi 23 septembre 2016 au dimanche 18 juin 2017, 15h à 17h et 20h à 22h, Theâtre Beaulieu, 9, boulevard Vincent-Gâche, Nantes. Payant. Contact et reservation : 02 49 10 63 10, contact@theatrebeaulieu.fr, www.theatrebeaulieu.fr";"Nantes";"44";"44109";"44000";"47.20642, -1.542222";"23/09/2016";"18/06/2017";"oui";"";"";"";"Visuel|Moteur";"";""
"16/12/2016";"Cinema";"44/Nantes";"cinema le Bonne-Garde";"Association";"5381935";"Voir visiter";"Cinema";"Cinema";"Cine-Rencontre "" Les pepites """;"Cinema.";"Avec les representants de l'association Pour un sourire d'enfant, creee il y a 20 ans par Christian et Marie-France des Pallières, qui se battent pour redonner le sourire, un metier, un avenir, aux enfants de la decharge de Phnom Penh.Ce film est l'histoire d'une aventure humaine extraordinaire.";"Vendredi 16 decembre, 20h, Cinema le Bonne-Garde, 20, rue Frère-Louis, Nantes. Payant. Contact : 02 51 83 66 71.";"Nantes";"44";"44109";"44000";"47.19511, -1.538908";"16/12/2016";"16/12/2016";"oui";"";"";"";"Moteur";"";""
"02/12/2016";"Horaire, permanence";"44/Nantes";"Unafam, Union nationale de familles et amis de personnes malades et/ou handicapees psychiques";"Association";"5368461";"Vie quotidienne";"Horaires, ouverture, permanence";"Permanence";"Unafam";"Permanence.";"L'Union nationale de familles et amis de personnes malades, handicapees psychiques, organise un accueil telephonique avec prise de rendez-vous assuree par une equipe de benevoles de l'association, formes à l'ecoute des familles dans le respect de la confidentialite.";"Du vendredi 2 au vendredi 30 decembre, 9h à 19h, Nantes. Contact : 02 51 83 17 73, 44@unafam.org";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"02/12/2016";"30/12/2016";"non";"";"";"";"";"";""
"19/11/2016";"Spectacle";"44/Nantes";"theâtre de la Fleuriaye";"Équipement à but non lucratif (culture, sport et loisir)";"5093841";"Concerts, spectacles";"Autres scènes";"Cirque";"Bestias - Cie Baro d'Evel";"";"Au fil des annees, cette compagnie franco-catalane s'impose merveilleusement avec des spectacles pleins de delicatesse et d'humour. Pour cette nouvelle creation, elle va faire danser des acrobates, un comedien, mais surtout Bonito et Shengo, deux chevaux et cinq oiseaux.";"Du samedi 19 novembre au vendredi 16 decembre, Ile de Nantes - Parc des Chantiers, Nantes. Tarif 25€, reduit 9€. Contact et reservation : 02 28 22 24 24, theatre@mairie-carquefou.fr, www.carquefou.fr";"Nantes";"44";"44109";"44000";"47.20566, -1.564092";"19/11/2016";"16/12/2016";"oui";"25";"";"";"";"";""
"15/12/2016";"Spectacle";"44/Nantes";"Theâtre de poche Graslin";"Association";"5308096";"Concerts, spectacles";"Autres scènes";"Theâtre";"De La Fontaine à Booba";"Theâtre.";"Est ce que La Fontaine a du flow ? Peut-on rapper une fable ? Le Rap est il une forme de poesie ? Est ce que Booba vaut Baudelaire ? Tour à tour, clash, battle, discussion sur le fond et la forme, un spectacle inedit et surprenant !";"Du jeudi 15 au samedi 17 decembre, 21h, Theâtre de Poche-Graslin, 5, rue Lekain, Nantes. Payant. Contact et reservation : 02 40 47 34 44, reservation@theatredepochegraslin.fr, http://www.theatredepochegraslin.fr";"Nantes";"44";"44109";"44000";"47.21449, -1.562894";"15/12/2016";"17/12/2016";"oui";"";"";"";"Auditif|Visuel|Mental|Moteur";"";""
"15/12/2016";"Concert";"44/Nantes";"Theâtre de poche Graslin";"Association";"5308075";"Concerts, spectacles";"Concert, spectacle musical";"Jazz";"Sand Sisters";"Jazz.";"Trois soeurs nantaises de swing reprennent le repertoire des Andrews Sisters et se l'approprient en se jouant des epoques.";"Du jeudi 15 au samedi 17 decembre, 19h, Theâtre de Poche-Graslin, 5, rue Lekain, Nantes. Payant. Contact et reservation : 02 40 47 34 44, reservation@theatredepochegraslin.fr, http://www.theatredepochegraslin.fr";"Nantes";"44";"44109";"44000";"47.21449, -1.562894";"15/12/2016";"17/12/2016";"oui";"";"";"";"Auditif|Visuel|Mental|Moteur";"";""
"06/10/2016";"Horaire, permanence";"44/Nantes";"Astree";"Association";"5289902";"Vie quotidienne";"Horaires, ouverture, permanence";"Permanence";"Astree";"Permanence.";"Astree, association reconnue d'utilite publique propose un soutien relationnel regulier aux personnes fragilisees, recherche des benevoles pour participer au bon fonctionnement de l'association (permanences, conduite d'entretiens, accueil du public, communication...) Formation et encadrement.";"Jusqu'au vendredi 3 novembre 2017, 9h à 12h30 et 13h30 à 17h, Nantes. Contact et reservation : 02 28 08 05 82, 06 21 49 60 64, nantes@astree.asso.fr, www.astree.asso.fr";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"06/10/2016";"03/11/2017";"non";"";"";"";"";"";""
"05/09/2016";"Atelier, activite de loisirs";"44/Nantes";"Crea's";"Association";"5222343";"Loisirs et sports";"Atelier, activite de loisirs";"Activite manuelle";"Ateliers creatifs tout public (couture, tricot, reemploi)";"";"Objectifs de l’association : permettre de reveler son potentiel creatif et enrichir l’epanouissement personnel, valoriser et developper les richesses artistiques et multiculturelles, favoriser les echanges entre personnes d’horizons divers, conseiller et orienter les usagers.";"Du lundi 5 septembre 2016 au vendredi 30 juin 2017, 14h à 16h30 et 18h30 à 21h, Maison des Haubans, 1er etage, 1 bis, boulevard de Berlin, Nantes. Tarif suivant quotient Caf. Contact et reservation : 02 40 35 65 80, 06 59 02 77 88, creasnantes@gmail.com, www.facebook.com/creas.nantes";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"05/09/2016";"30/06/2017";"oui";"";"suivant quotient Caf";"";"Moteur";"";""
"07/09/2016";"Sport";"44/Nantes";"Adagyo";"Association";"5232606";"Loisirs et sports";"Sport";"Autre";"Adagyo";"Inscriptions au cours de gymnastique douce.";"Le cours de gym douce, anime par Christophe Delannee, et destine aux retraites, reprendra le mercredi matin, quartier Breil-Malville.";"Du mercredi 7 septembre 2016 au mercredi 14 juin 2017, 9h, Salle festive, 38, rue du Breil, Nantes. Tarif 75€, autre : plus 16 € d'adhesion au club. Contact et reservation : 02 40 49 16 28, 06 45 92 42 62, clubadagyo@yahoo.fr, adagyo.gandi-site.net";"Nantes";"44";"44109";"44000";"47.22885, -1.584639";"07/09/2016";"14/06/2017";"oui";"75";"plus 16 € d'adhesion au club";"";"";"";""
"16/12/2016";"Action caritative";"44/Nantes";"Logement fraternite";"Association";"5369948";"Vie quotidienne";"Quête, vente caritative, appel aux dons";"Operation solidarite";"Logement fraternite";"Operation solidarite.";"À la Nuit de la Fraternite, rencontre sous les arcades de Talensac avec les sans-abri et les associations qui leur viennent en aide. Soiree animee par des chorales et des musiciens. Sur place, casse-croûte et vin chaud.";"Vendredi 16 decembre, 19h à 23h30, Marche de Talensac, en exterieur, Nantes. Contact : 02 40 12 04 86, 06 07 08 98 33, logement-fraternite@orange.fr, www.logement-fraternite.org";"Nantes";"44";"44109";"44000";"47.21837, -1.553621";"16/12/2016";"16/12/2016";"non";"";"";"";"";"";""
